continent,country,year,population,gdp,lifeexp,infmort,fertility
Americas,Honduras,2010,7503875,10582329897,72,20.7,3.15
Americas,Honduras,2015,8075060,,73,17.4,2.91
Asia,"Hong Kong, China",1960,3075752,,67.45,,5.16
Asia,"Hong Kong, China",1965,3801814,17469241673,69.96,,4.55
Asia,"Hong Kong, China",1970,3958197,24091796597,71.89,,3.42
Asia,"Hong Kong, China",1975,4355301,34634966188,73.49,,2.81
Asia,"Hong Kong, China",1980,5053684,60150325771,74.93,,1.97
Asia,"Hong Kong, China",1985,5414790,79357655926,76.28,,1.5
Asia,"Hong Kong, China",1990,5794034,115162785888,77.52,,1.3
Asia,"Hong Kong, China",1995,6144498,148505289182,78.72,,1.04
Asia,"Hong Kong, China",2000,6783502,169121013113,80.36,,0.88
Asia,"Hong Kong, China",2005,6842465,207085699498,81.92,,0.99
Asia,"Hong Kong, China",2010,6993570,251168960224,82.84,,1.08
Asia,"Hong Kong, China",2015,7287983,,83.73,,1.17
Europe,Hungary,1960,10001270,10486859064,68.13,53.4,2.05
Europe,Hungary,1965,10170472,18359925549,69.22,44.4,1.89
Europe,Hungary,1970,10345553,24887629708,69.29,39,2.03
Europe,Hungary,1975,10541344,33714880073,69.46,35.8,2.12
Europe,Hungary,1980,10759022,40376838404,69.18,23.8,1.98
Europe,Hungary,1985,10572975,44054981903,69.01,21.4,1.83
Europe,Hungary,1990,10385061,45217146353,69.5,16.9,1.83
Europe,Hungary,1995,10351994,40117042262,70.1,12.1,1.56
Europe,Hungary,2000,10224113,46385589534,71.8,9.7,1.31
Europe,Hungary,2005,10095964,56884939841,73.1,7.2,1.3
Europe,Hungary,2010,10014633,56340039480,74.6,5.7,1.36
Europe,Hungary,2015,9855023,,76.7,5.3,1.44
Europe,Iceland,1960,175520,1775037087,74.22,17.5,4.13
Europe,Iceland,1965,192251,2500265500,74,15.5,3.6
Europe,Iceland,1970,204392,2791210652,74,12.8,3.03
Europe,Iceland,1975,217958,3807416159,75.57,10.3,2.65
Europe,Iceland,1980,228127,5161143800,76.92,7.8,2.31
Europe,Iceland,1985,241411,5785493496,77.85,6.1,2.15
Europe,Iceland,1990,254830,6763118968,78.3,5.1,2.16
Europe,Iceland,1995,267454,6852352080,78.9,4.1,2.13
Europe,Iceland,2000,281214,8697298234,80.5,3.1,2.01
Europe,Iceland,2005,296745,10720581749,81.7,2.4,2.06
Europe,Iceland,2010,318042,10776345915,82.8,1.9,2.12
Europe,Iceland,2015,329425,,83.3,1.6,2.06
Asia,India,1960,449661874,81042654922,41.26,165.1,5.87
Asia,India,1965,497920270,95947770642,44.98,153.2,5.78
Asia,India,1970,553943226,119767317248,48.65,142.8,5.49
Asia,India,1975,621703641,138111019057,52.25,130.3,5.08
Asia,India,1980,697229745,161019450821,55.1,114.3,4.68
Asia,India,1985,782085127,207074611006,56.81,100.6,4.28
Asia,India,1990,870601776,276490686996,58.2,88.3,3.88
Asia,India,1995,960874982,354233738304,59.9,77.5,3.47
Asia,India,2000,1053481072,474691627708,61.5,66.4,3.15
Asia,India,2005,1144326293,658553437817,63.6,55.8,2.82
Asia,India,2010,1230984504,973324950212,65.4,46.3,2.56
Asia,India,2015,1311050527,,67.2,37.9,2.43
Asia,Indonesia,1960,87792512,18448917543,45.01,148.4,5.67
Asia,Indonesia,1965,100308896,20363640993,43.77,130.6,5.61
Asia,Indonesia,1970,114834781,27581801389,52.71,113.1,5.47
Asia,Indonesia,1975,130724118,40176101277,56.04,97.8,5.04
Asia,Indonesia,1980,147490366,58821272859,59.01,85.4,4.43
Asia,Indonesia,1985,165012195,77353427295,61.66,74,3.75
Asia,Indonesia,1990,181436821,109150506063,64,62.2,3.12
Asia,Indonesia,1995,196957845,159382671061,66.1,50.8,2.69
Asia,Indonesia,2000,211540428,165021012262,67.5,41.1,2.48
Asia,Indonesia,2005,226254703,207891462167,68.7,33.4,2.49
Asia,Indonesia,2010,241613126,274744677420,69.8,27.4,2.43
Asia,Indonesia,2015,257563815,,71.1,22.8,2.28
Asia,Iran,1960,21906905,,46,191.61,6.93
Asia,Iran,1965,24955116,24187876610,49.04,155.99,6.83
Asia,Iran,1970,28514011,41224753977,52.43,150.8,6.44
Asia,Iran,1975,32730555,66120533947,57.1,105.8,6.21
Asia,Iran,1980,38668222,57286706115,56.24,78.3,6.48
Asia,Iran,1985,47290793,69396785741,57.39,57.6,6.22
Asia,Iran,1990,56169196,70293760715,66,44.6,4.82
Asia,Iran,1995,60318632,83073225989,69.9,36.2,3.2
Asia,Iran,2000,65850062,101286514977,71.4,28.6,2.19
Asia,Iran,2005,70122115,132950350985,71.9,21.7,1.87
Asia,Iran,2010,74253373,,73.7,16.4,1.9
Asia,Iran,2015,79109272,,74.6,13.4,1.91
Asia,Iraq,1960,7289759,,46.96,131.7,6.25
Asia,Iraq,1965,8375791,,52.52,102.1,7.04
Asia,Iraq,1970,9917982,,56.61,81.5,7.36
Asia,Iraq,1975,11684585,,59.19,66.2,6.99
Asia,Iraq,1980,13653358,,57.91,55,6.57
Asia,Iraq,1985,15576396,,59.36,47.4,6.22
Asia,Iraq,1990,17478455,,65.7,42.3,5.88
Asia,Iraq,1995,20217759,,65.3,38.9,5.42
Asia,Iraq,2000,23574751,25857106736,65.8,35.8,4.97
Asia,Iraq,2005,27017712,19014403325,65.7,33,4.56
Asia,Iraq,2010,30868156,23583402031,67.3,30,4.21
Asia,Iraq,2015,36423395,,67.4,26.5,3.91
Europe,Ireland,1960,2819059,,70.76,30.4,3.86
Europe,Ireland,1965,2857104,,71.35,24.7,3.95
Europe,Ireland,1970,2947339,,71.68,19,3.81
Europe,Ireland,1975,3180805,,72.68,17,3.57
Europe,Ireland,1980,3431078,,73.66,12,3
Europe,Ireland,1985,3560225,,74.84,8.9,2.45
Europe,Ireland,1990,3563106,,76.3,7.7,2
Europe,Ireland,1995,3645333,,77.1,6.1,1.9
Europe,Ireland,2000,3841574,97524453299,77.8,5.9,1.95
Europe,Ireland,2005,4203700,124070602723,79.7,4.4,1.99
Europe,Ireland,2010,4617334,123488033779,81,3.5,2
Europe,Ireland,2015,4688465,,81.7,3,1.99
Asia,Israel,1960,2089891,12313161088,68.55,32,3.84
Asia,Israel,1965,2522530,19660782112,69.93,,3.81
Asia,Israel,1970,2849623,28662263303,70.96,24,3.82
Asia,Israel,1975,3336760,41334478728,72.04,22.4,3.66
Asia,Israel,1980,3744667,49858351835,73.47,15.3,3.28
Asia,Israel,1985,4082781,57668447133,75.1,12.1,3.09
Asia,Israel,1990,4499161,71217325346,76.7,9.7,3
Asia,Israel,1995,5331622,97416800093,77.4,7.2,2.92
Asia,Israel,2000,6013711,124895151203,78.6,5.6,2.92
Asia,Israel,2005,6603677,138380104308,79.7,4.5,2.91
Asia,Israel,2010,7420368,169541631200,81.6,3.7,2.92
Asia,Israel,2015,8064036,,82.1,3.2,2.86
Europe,Italy,1960,49714962,293540646267,69.19,44.2,2.37
Europe,Italy,1965,51693136,378196261570,70.24,35.7,2.52
Europe,Italy,1970,53522670,511421885412,71.62,29.7,2.47
Europe,Italy,1975,55268549,597471150545,72.72,20.5,2.17
Europe,Italy,1980,56336446,742716634590,74.07,14.3,1.72
Europe,Italy,1985,56910888,807399556378,75.62,10.5,1.41
Europe,Italy,1990,57007577,942151611270,77,8.3,1.3
Europe,Italy,1995,57120136,1004518797770,78.1,6.4,1.24
Europe,Italy,2000,57147081,1104009462562,79.6,4.7,1.22
Europe,Italy,2005,58657355,1159362094007,81.1,3.7,1.32
Europe,Italy,2010,59588007,1145744066760,81.9,3.4,1.44
Europe,Italy,2015,59797685,,82.2,2.9,1.52
Americas,Jamaica,1960,1630914,,65.91,62,5.42
Americas,Jamaica,1965,1763436,,68.73,52.4,5.82
Americas,Jamaica,1970,1873353,6271294160,70.72,44.8,5.48
Americas,Jamaica,1975,2017830,6845961725,72.29,37.8,4.48
Americas,Jamaica,1980,2142438,5800931098,73.82,32.9,3.73
Americas,Jamaica,1985,2312337,5918249061,74.79,29,3.31
Americas,Jamaica,1990,2385806,7550876535,74.8,25.4,2.95
Americas,Jamaica,1995,2489540,9163631326,74.7,21.9,2.74
Americas,Jamaica,2000,2600095,9008629729,74.4,18.7,2.6
Americas,Jamaica,2005,2677888,9918240838,75.4,16.9,2.47
Americas,Jamaica,2010,2741253,9799664035,74.8,15.5,2.33
Americas,Jamaica,2015,2793335,,75,13.5,2.21
Asia,Japan,1960,92500754,719165142029,67.78,30.4,2
Asia,Japan,1965,97341852,1124948096897,70.31,19.1,1.98
Asia,Japan,1970,103707537,1737431737253,72.05,13.4,2.1
Asia,Japan,1975,110804519,2169490717683,74.38,10,2
Asia,Japan,1980,115912104,2688523162545,76.16,7.4,1.78
Asia,Japan,1985,119988663,3314639199737,77.8,5.5,1.72
Asia,Japan,1990,122249285,4229500970111,79,4.6,1.57
Asia,Japan,1995,124483305,4538011073532,79.7,4.1,1.41
Asia,Japan,2000,125714674,4731198760271,81,3.3,1.32
Asia,Japan,2005,126978754,5020879159600,82,2.7,1.31
Asia,Japan,2010,127319802,5094422657992,82.7,2.4,1.37
Asia,Japan,2015,126573481,,83.2,2,1.45
Asia,Jordan,1960,888632,,53.3,107.5,7.69
Asia,Jordan,1965,1119798,,57.35,82.8,8.06
Asia,Jordan,1970,1654769,,61.15,65.7,7.93
Asia,Jordan,1975,1985121,2024891600,64.64,53.3,7.6
Asia,Jordan,1980,2280670,4212997005,67.51,43.5,7.26
Asia,Jordan,1985,2782885,5430272880,69.75,35.7,6.58
Asia,Jordan,1990,3358453,5128680653,71.5,30,5.54
Asia,Jordan,1995,4320158,7228360644,72.5,26.2,4.68
Asia,Jordan,2000,4767476,8463892909,73.4,23.2,4.05
Asia,Jordan,2005,5332982,11525306728,74.5,20.4,3.73
Asia,Jordan,2010,6517912,15597525670,77.9,17.8,3.46
Asia,Jordan,2015,7594547,,78.5,15.4,3.12
Asia,Kazakhstan,1960,9995997,,58.91,,4.56
Asia,Kazakhstan,1965,11909001,,61.24,,4.06
Asia,Kazakhstan,1970,13109992,,63.27,,3.54
Asia,Kazakhstan,1975,14136006,,64.64,63.4,3.25
Asia,Kazakhstan,1980,14918991,,66.05,57.8,2.97
Asia,Kazakhstan,1985,15780002,,68.07,49.9,3.02
Asia,Kazakhstan,1990,16530027,26348276737,68,44.7,2.84
Asia,Kazakhstan,1995,15925913,16178273171,63.6,44.8,2.24
Asia,Kazakhstan,2000,14956769,18291990619,64.9,37.5,1.92
Asia,Kazakhstan,2005,15451752,29956875555,65.3,28.6,2.28
Asia,Kazakhstan,2010,16310624,40509097897,68.5,19.3,2.54
Asia,Kazakhstan,2015,17625226,,70.2,12.6,2.4
Africa,Kenya,1960,8105440,2116484537,47.42,118.6,7.95
Africa,Kenya,1965,9504702,2485723523,50.75,101.2,8.12
Africa,Kenya,1970,11252466,3276361787,53.83,91.3,8.08
Africa,Kenya,1975,13486241,5210336166,56.89,80.7,7.84
Africa,Kenya,1980,16267906,7077581918,59.96,69.4,7.46
Africa,Kenya,1985,19660713,8015984910,61.96,62.7,6.92
Africa,Kenya,1990,23446229,10543568372,61.8,65.8,6.04
Africa,Kenya,1995,27373035,11408994019,58.1,71.9,5.25
Africa,Kenya,2000,31065820,12691278914,55.6,66.5,5.01
Africa,Kenya,2005,35349040,15173416248,57.2,54.3,4.92
Africa,Kenya,2010,40328313,18988282813,62.9,42.4,4.62
Africa,Kenya,2015,46050302,,65.1,35.5,4.24
Oceania,Kiribati,1960,41234,,45.84,,6.95
Oceania,Kiribati,1965,46455,,47.84,113.9,7.22
Oceania,Kiribati,1970,51181,59543629.28,49.82,97.3,6.05
Oceania,Kiribati,1975,55169,120683065.7,51.81,88.5,4.9
Oceania,Kiribati,1980,59340,41847584.9,53.75,86.1,5.07
Oceania,Kiribati,1985,64006,44295200.06,56.04,81.4,4.86
Oceania,Kiribati,1990,72411,48154992.03,58,69.4,4.63
Oceania,Kiribati,1995,77727,50565832.04,58.9,60.3,4.41
Oceania,Kiribati,2000,84406,68239320.7,59.8,53.2,3.88
Oceania,Kiribati,2005,92329,74288814.53,60.8,49.5,3.32
Oceania,Kiribati,2010,102648,76026236.5,61.9,48.3,3.05
Oceania,Kiribati,2015,112423,,63,43.6,2.89
Asia,Kuwait,1960,261962,,62.15,101.6,7.25
Asia,Kuwait,1965,482173,,65.92,72.6,7.41
Asia,Kuwait,1970,750184,,68.93,53.5,7.24
Asia,Kuwait,1975,1051187,,71.39,40.5,6.43
Asia,Kuwait,1980,1384342,,73.58,29.6,5.52
Asia,Kuwait,1985,1735320,,75.59,19.7,4.09
Asia,Kuwait,1990,2058832,,77.2,15.3,2.36
Asia,Kuwait,1995,1637031,34325251801,76.5,12.7,2.47
Asia,Kuwait,2000,1929470,37718011469,77.7,10.9,2.87
Asia,Kuwait,2005,2263604,55956356099,77.7,10.1,2.63
Asia,Kuwait,2010,3059473,63258429016,78.5,9.2,2.67
Asia,Kuwait,2015,3892115,,80.3,7.3,2.55
Asia,Kyrgyz Republic,1960,2172500,,56.09,,5.17
Asia,Kyrgyz Republic,1965,2573494,,58.34,,5.27
Asia,Kyrgyz Republic,1970,2964499,,60.3,92.8,4.89
Asia,Kyrgyz Republic,1975,3299001,,61.6,87.9,4.37
Asia,Kyrgyz Republic,1980,3627499,,62.89,78.8,4.04
Asia,Kyrgyz Republic,1985,4013498,,64.86,64.4,4.09
Asia,Kyrgyz Republic,1990,4394502,2056603836,66,54.1,3.86
Asia,Kyrgyz Republic,1995,4592135,1042739855,65.1,51.3,3.3
Asia,Kyrgyz Republic,2000,4954850,1369691955,65.9,41.6,2.67
Asia,Kyrgyz Republic,2005,5115470,1649306468,66.5,34.2,2.58
Asia,Kyrgyz Republic,2010,5464567,2030624399,67.9,26.5,2.97
Asia,Kyrgyz Republic,2015,5939962,,69.8,19,3.04
Asia,Lao,1960,2119944,,42.13,155,5.96
Asia,Lao,1965,2381063,,43.39,,5.97
Asia,Lao,1970,2686025,,44.66,141.1,5.97
Asia,Lao,1975,3047864,,45.85,134,6.06
Asia,Lao,1980,3252701,,46.91,134.7,6.28
Asia,Lao,1985,3680145,770236660.5,48.54,123,6.36
Asia,Lao,1990,4247839,950814576.1,51.5,111.1,6.15
Asia,Lao,1995,4857774,1283469140,53.6,97.4,5.4
Asia,Lao,2000,5342879,1731198022,56.1,83.2,4.19
Asia,Lao,2005,5745012,2343015275,60.1,70.2,3.56
Asia,Lao,2010,6260544,3444717298,64.1,59,3.29
Asia,Lao,2015,6802023,,67.1,50.7,2.87
Europe,Latvia,1960,2132368,,70.37,35,1.9
Europe,Latvia,1965,2261259,3530425110,71.29,,1.81
Europe,Latvia,1970,2365753,4958641112,70.31,21,1.91
Europe,Latvia,1975,2457027,6659330225,69.37,,1.94
Europe,Latvia,1980,2513397,8040771351,69.23,19.4,1.94
Europe,Latvia,1985,2582079,9509215112,69.72,16.8,2.13
Europe,Latvia,1990,2663985,10418900247,69.6,16.6,1.92
Europe,Latvia,1995,2487988,5945589448,66.5,19.7,1.36
Europe,Latvia,2000,2371481,7833068425,70.5,14.5,1.18
Europe,Latvia,2005,2227559,11610367683,71.1,10.7,1.39
Europe,Latvia,2010,2090519,11220120363,73.9,8.2,1.55
Europe,Latvia,2015,1970503,,75.4,6.9,1.64
Asia,Lebanon,1960,1804927,,62.9,57.6,5.74
Asia,Lebanon,1965,2092354,,64.25,51.4,5.5
Asia,Lebanon,1970,2297403,,65.52,48.1,4.95
Asia,Lebanon,1975,2575693,,66.54,45.4,4.44
Asia,Lebanon,1980,2605294,,67.21,40.3,4
Asia,Lebanon,1985,2676593,,68.07,33.6,3.48
Asia,Lebanon,1990,2703019,9041858848,69.3,26.9,3
Asia,Lebanon,1995,3033406,16076372043,73.4,21.8,2.62
Asia,Lebanon,2000,3235380,17260364842,75.9,17.1,2.23
Asia,Lebanon,2005,3986865,20786490334,77.3,12.1,1.77
Asia,Lebanon,2010,4337156,28517931595,78.1,8.7,1.51
Asia,Lebanon,2015,5850743,,78.9,7.1,1.49
Africa,Lesotho,1960,851412,112602724,47.02,143.3,5.84
Africa,Lesotho,1965,933251,161817196.1,48.79,140.9,5.8
Africa,Lesotho,1970,1032240,184783955.1,49.67,131.6,5.81
Africa,Lesotho,1975,1149090,235179601,51.63,114.6,5.76
Africa,Lesotho,1980,1307403,376654900.3,54.65,93.5,5.59
Africa,Lesotho,1985,1467856,436478629.5,57.31,77.4,5.31
Africa,Lesotho,1990,1597534,504361452.5,60.5,70.8,4.92
Africa,Lesotho,1995,1753824,615714943.8,58.7,76.6,4.55
Africa,Lesotho,2000,1856225,745832990.1,50.7,84.1,4.09
Africa,Lesotho,2005,1925844,860460091.1,43.1,88.1,3.56
Africa,Lesotho,2010,2010586,1076239050,46.4,75.2,3.21
Africa,Lesotho,2015,2135022,,47.1,69.2,2.94
Africa,Liberia,1960,1120314,678395865,35.24,212,6.41
Africa,Liberia,1965,1252968,793731217.9,37.23,206.8,6.52
Africa,Liberia,1970,1419728,1094083642,40.1,191.3,6.7
Africa,Liberia,1975,1628656,1181386013,43.68,174.2,6.88
Africa,Liberia,1980,1892529,1311939203,47.14,160.8,6.97
Africa,Liberia,1985,2197442,1192866148,48.58,156.7,6.88
Africa,Liberia,1990,2102877,408433755.3,48.6,170.1,6.5
Africa,Liberia,1995,2079921,114166087.1,50.9,158.3,6.16
Africa,Liberia,2000,2891968,529064646.7,55.8,123,5.88
Africa,Liberia,2005,3269786,594501950.2,58.4,87.6,5.46
Africa,Liberia,2010,3957990,1040653199,60.8,65.2,5.02
Africa,Liberia,2015,4503438,,63.2,52.8,4.64
Africa,Libya,1960,1434576,,44.59,164.5,7.54
Africa,Libya,1965,1717255,,52.77,126.6,7.71
Africa,Libya,1970,2114264,,59.01,96,7.87
Africa,Libya,1975,2621730,,64.06,72.8,7.99
Africa,Libya,1980,3191304,,68.13,57,7.77
Africa,Libya,1985,3840635,,71.09,45.5,6.58
Africa,Libya,1990,4398419,,73.4,35.5,4.97
Africa,Libya,1995,4878202,,74.6,28.4,3.73
Africa,Libya,2000,5337264,33896600871,74.8,24.2,3.05
Africa,Libya,2005,5801543,41510873733,75.4,19.8,2.79
Africa,Libya,2010,6265697,,75.9,14.3,2.53
Africa,Libya,2015,6278438,,74.1,11.4,2.26
Europe,Lithuania,1960,2770737,,70.33,52,2.55
Europe,Lithuania,1965,2966947,,71.76,,2.35
Europe,Lithuania,1970,3137373,,71.16,20.5,2.31
Europe,Lithuania,1975,3299819,,71.24,20.2,2.21
Europe,Lithuania,1980,3431933,,70.78,18.1,2.06
Europe,Lithuania,1985,3563741,,70.78,15.4,2.06
Europe,Lithuania,1990,3697393,15866609805,71.5,13.4,1.96
Europe,Lithuania,1995,3628079,9201155000,69,13.5,1.64
Europe,Lithuania,2000,3486373,11434200000,72.1,9.6,1.34
Europe,Lithuania,2005,3343268,16639625000,71.7,8.1,1.33
Europe,Lithuania,2010,3122835,17527068250,73.9,5.6,1.47
Europe,Lithuania,2015,2878405,,75.2,3.3,1.55
Europe,Luxembourg,1960,314586,4302303281,68.99,33,2.35
Europe,Luxembourg,1965,330164,5017727301,69.31,24.4,2.34
Europe,Luxembourg,1970,339673,5924720196,69.47,19.3,1.96
Europe,Luxembourg,1975,353984,6837990640,70.37,14.2,1.57
Europe,Luxembourg,1980,364044,7649172559,72.42,11.2,1.46
Europe,Luxembourg,1985,366884,8648106211,73.51,9.4,1.45
Europe,Luxembourg,1990,381787,12401289199,75.2,7.3,1.56
Europe,Luxembourg,1995,408148,15053451912,76.9,5.2,1.71
Europe,Luxembourg,2000,436107,20269578036,78.5,3.9,1.7
Europe,Luxembourg,2005,457847,24179117583,80,2.8,1.63
Europe,Luxembourg,2010,507889,26516904700,81.3,1.9,1.64
Europe,Luxembourg,2015,567110,,82.2,1.5,1.69
Asia,"Macao, China",1960,171456,,64.93,,4.95
Asia,"Macao, China",1965,206910,,67.24,,3.59
Asia,"Macao, China",1970,250997,,69.2,,2.17
Asia,"Macao, China",1975,248213,,70.95,,1.48
Asia,"Macao, China",1980,246236,,72.57,,1.67
Asia,"Macao, China",1985,296222,3144694280,74.03,,2.04
Asia,"Macao, China",1990,359735,4688359395,75.36,,1.69
Asia,"Macao, China",1995,398459,6243526106,76.56,,1.24
Asia,"Macao, China",2000,431907,6101794939,77.63,,0.94
Asia,"Macao, China",2005,468149,10602157500,78.67,,0.85
Asia,"Macao, China",2010,534626,18529951645,79.75,,1
Asia,"Macao, China",2015,587606,,80.82,,1.13
Europe,"Macedonia, FYR",1960,1488664,,60.85,120,3.72
Europe,"Macedonia, FYR",1965,1592434,,63.92,,3.36
Europe,"Macedonia, FYR",1970,1720798,,66.63,85,2.98
Europe,"Macedonia, FYR",1975,1803009,,68.41,,2.75
Europe,"Macedonia, FYR",1980,1924194,,69.08,52,2.57
Europe,"Macedonia, FYR",1985,1981532,,70.26,45,2.4
Europe,"Macedonia, FYR",1990,1996227,3932157068,71.7,33,2.24
Europe,"Macedonia, FYR",1995,1953544,3098797308,71.8,22,1.99
Europe,"Macedonia, FYR",2000,2012051,3586883989,72.9,14.2,1.68
Europe,"Macedonia, FYR",2005,2042894,3877087656,73.8,12.1,1.52
Europe,"Macedonia, FYR",2010,2062443,4574540278,75.2,8.7,1.45
Europe,"Macedonia, FYR",2015,2078453,,76.5,4.8,1.43
Africa,Madagascar,1960,5099371,2087989940,41.96,112,7.3
Africa,Madagascar,1965,5769219,2234242838,44.85,111,7.3
Africa,Madagascar,1970,6576301,2807129955,47.77,93.2,7.33
Africa,Madagascar,1975,7575757,2897188333,50.59,99.5,7.22
Africa,Madagascar,1980,8746516,3098663596,53.01,105.4,6.51
Africa,Madagascar,1985,9981113,2852112776,54.19,109.6,6.15
Africa,Madagascar,1990,11545782,3265591559,56,98.1,6.26
Africa,Madagascar,1995,13452526,3212561532,57.2,85.9,6
Africa,Madagascar,2000,15744811,3877575177,59.1,69.7,5.55
Africa,Madagascar,2005,18290394,4339312825,61.2,53.5,5.04
Africa,Madagascar,2010,21079532,5026822443,62.4,42.1,4.65
Africa,Madagascar,2015,24235390,,63.5,35.9,4.35
Africa,Malawi,1960,3618604,347712093,38.51,218.2,6.91
Africa,Malawi,1965,4058680,433359630.3,39.75,213.3,7.1
Africa,Malawi,1970,4603739,549382768.3,41.62,207.7,7.3
Africa,Malawi,1975,5292816,788933721.8,43.79,184,7.52
Africa,Malawi,1980,6163225,999776611.4,45.72,151.8,7.62
Africa,Malawi,1985,7205635,1109129017,47.6,146.9,7.55
Africa,Malawi,1990,9408998,1243020282,48.8,142.5,7
Africa,Malawi,1995,9822812,1439421907,46.9,121.9,6.48
Africa,Malawi,2000,11193230,1743506520,45.4,103.5,6.25
Africa,Malawi,2005,12747846,1924131956,48.5,70.7,5.95
Africa,Malawi,2010,14769824,2758392725,55.4,57.5,5.64
Africa,Malawi,2015,17215232,,60.5,43.4,5.23
Asia,Malaysia,1960,8160975,6631037036,59.89,67.4,6.19
Asia,Malaysia,1965,9569784,9246896226,62.71,53.4,5.66
Asia,Malaysia,1970,10908634,12428892426,65.08,43.5,4.87
Asia,Malaysia,1975,12311782,17535397065,67.13,34.2,4.21
Asia,Malaysia,1980,13833739,26414956134,68.89,25.4,3.79
Asia,Malaysia,1985,15764340,33880956357,70.45,18.6,3.66
Asia,Malaysia,1990,18211097,47206007492,71.8,14.3,3.52
Asia,Malaysia,1995,20725374,74220828751,72.4,11.5,3.34
Asia,Malaysia,2000,23420751,93789736842,73.3,8.7,2.83
Asia,Malaysia,2005,25796124,118223684211,74.3,7,2.22
Asia,Malaysia,2010,28119500,147250929612,74.4,6.8,2
Asia,Malaysia,2015,30331007,,75.3,6,1.94
Asia,Maldives,1960,89875,,38.07,,7.02
Asia,Maldives,1965,102723,,42.47,205.3,7.2
Asia,Maldives,1970,115703,,47.37,174,7.23
Asia,Maldives,1975,136434,,51.69,137.2,6.98
Asia,Maldives,1980,158282,,56.58,106.8,7.07
Asia,Maldives,1985,189551,,61.51,84.9,7.18
Asia,Maldives,1990,223179,,66,68.2,6.1
Asia,Maldives,1995,254070,420314722.3,69.3,53.4,4.56
Asia,Maldives,2000,280384,624337143.6,73,35.6,3.27
Asia,Maldives,2005,304968,817106994.3,76.9,19.4,2.51
Asia,Maldives,2010,332575,1220714434,79.2,11.2,2.34
Asia,Maldives,2015,363657,,80,7.4,2.18
Africa,Mali,1960,5263730,,29.61,237.4,6.7
Africa,Mali,1965,5568485,,31.26,209.2,6.82
Africa,Mali,1970,5949043,1038617256,34.51,195.7,6.9
Africa,Mali,1975,6482276,1221357523,38.39,180.9,6.97
Africa,Mali,1980,7090125,1535983932,42.45,161.2,7.05
Africa,Mali,1985,7831891,1357512080,46.68,143.7,7.09
Africa,Mali,1990,8482075,1630136550,50,130.6,7.06
Africa,Mali,1995,9640643,1882178773,51.4,124.5,6.95
Africa,Mali,2000,11046926,2422469641,53.5,116,6.84
Africa,Mali,2005,12881384,3294054175,56.9,96.7,6.8
Africa,Mali,2010,15167286,4199858651,59.2,82.9,6.84
Africa,Mali,2015,17599694,,60.2,74.5,6.81
Europe,Malta,1960,312788,,68.32,36.4,3.53
Europe,Malta,1965,306212,,70.03,30.6,2.59
Europe,Malta,1970,304414,627739540.1,71.6,24.7,1.98
Europe,Malta,1975,307597,932646642.9,73.07,19,2.06
Europe,Malta,1980,319898,1609765263,74.47,15,2.09
Europe,Malta,1985,338348,1750703981,75.81,12.3,2.06
Europe,Malta,1990,355707,2360417128,77.1,10,2.05
Europe,Malta,1995,372391,3082268472,78.4,8.4,1.93
Europe,Malta,2000,387180,3957418083,79.2,6.8,1.59
Europe,Malta,2005,397094,4137015690,80.7,6,1.38
Europe,Malta,2010,412064,4601833501,81.3,5.6,1.37
Europe,Malta,2015,418670,,82.1,5.1,1.35
Africa,Mauritania,1960,858170,319353267,43.91,135,6.78
Africa,Mauritania,1965,992368,540186225.7,47.18,120.3,6.8
Africa,Mauritania,1970,1148908,700627426.6,49.77,108.5,6.78
Africa,Mauritania,1975,1328687,719114226.1,52.19,105.1,6.68
Africa,Mauritania,1980,1534085,825463738.2,55.13,96.3,6.43
Africa,Mauritania,1985,1766855,862270347.7,57.86,86.3,6.18
Africa,Mauritania,1990,2023665,972444587.7,59.5,77.9,5.98
Africa,Mauritania,1995,2333966,1136564092,61.2,76.3,5.7
Africa,Mauritania,2000,2711421,1293653473,63.8,76.2,5.38
Africa,Mauritania,2005,3154087,1622278158,66.3,74.7,5.1
Africa,Mauritania,2010,3591400,2107593972,68.6,70.1,4.84
Africa,Mauritania,2015,4067564,,69.7,65.1,4.55
Africa,Mauritius,1960,660023,,58.74,67.8,6.17
Africa,Mauritius,1965,753285,,62.4,60.5,5.51
Africa,Mauritius,1970,826447,,63.14,60.3,3.95
Africa,Mauritius,1975,892208,,64.37,49.6,3.26
Africa,Mauritius,1980,966036,1519348473,66.92,32.3,2.67
Africa,Mauritius,1985,1015763,1907760968,68.26,23.7,2.25
Africa,Mauritius,1990,1055865,2726074033,69.3,19.9,2.29
Africa,Mauritius,1995,1128676,3460591055,70.3,19.4,2.14
Africa,Mauritius,2000,1185143,4582562398,71.4,16.4,1.99
Africa,Mauritius,2005,1222006,5326541854,72.4,13.8,1.75
Africa,Mauritius,2010,1247951,6636426093,73.4,13.3,1.52
Africa,Mauritius,2015,1273212,,74.5,11.8,1.5
Americas,Mexico,1960,38174114,94354817785,57.34,100.6,6.78
Americas,Mexico,1965,44623041,133686930877,59.78,87.6,6.77
Americas,Mexico,1970,52029859,180953839268,61.77,77.5,6.72
Americas,Mexico,1975,60872399,245168208694,64.39,66.6,5.93
Americas,Mexico,1980,69330974,345563280747,67.09,56.1,4.71
Americas,Mexico,1985,77322643,380378220215,69.4,45.5,3.9
